id,name,followers,popularity,genre
6dewigIOIcG6m1XGsG4Mc3,paper idol,26407,42,electronic
3BBCgZVbXFRzcnT1ewVfRt,temporex,449265,56,pop
1WJOsCS7xT9yWdqCM8n8K8,wallace collection,12125,33,classical
6IFr4XgzsnDsErOLZ6fAAb,joba,18,22,electronic
37fzXndf2fxVrk7qarhyo0,leo stannard,41597,57,electronic
1Q0ug0ZkUQ3pyfY8vKE730,twothirds,17343,31,electronic
7IBisryIBGbvj4wBDuRvy5,renee & jeremy,36876,52,folk
7iczgrgAFILjQVGzLsUzbG,danny byrd,75660,44,electronic
569eb22oPAh6r0CaVsuGto,bijou,1908,26,electronic
62vbsDRAq0qHdezaCOzB0T,medasin,149421,55,electronic
0KWcq2E8ejxp78jdfpCd4K,keke wyatt,741799,45,r&b
5Rq2C3wWiwL3NqjutXMt8e,dgm,29180,24,rock
5Da8lpyRsgj4llMD7cnojf,nina bradlin,84,0,jazz
76ftqv1cm1EkrgWiC1pUUV,cimo fränkel,6828,38,electronic
5R3Hr2cnCCjt220Jmt2xLf,dillon francis,1146018,60,electronic
14Tg9FvbNismPR1PJHxRau,sultan + shepard,169845,59,electronic
5au2vhHl8DViD9PUxUZBTb,middle brother,48356,32,country
0yIDrFWDGrnVk3FPLJmsX2,tempers,63249,38,electronic
5dUIQXIt7WeBKpETFZyTFW,jack beats,32968,37,electronic
51ferxocEKt0vjxzUsqyFX,emily makis,40470,55,electronic
2WRkTsF3Uk2tTJF2p45WkB,stuart crichton,413,23,electronic
2YCr7ymQvYUsVhRlBKdOzI,virtu,1014,9,electronic
4mRHCOgJQT3Pe6zV89tfYC,felon,9736,40,electronic
6jwSgdzEmAv7K0c4G8kq1H,sean c. johnson,29768,30,r&b
2uCrvTUHRA9kuW4IA67oDn,telomic,8408,33,electronic
4OhCvOMOFjUbno7tUaBMX1,blacksmith,34,6,electronic
1rSGNXhhYuWoq9BEz5DZGO,arty,196935,55,electronic
18lpwfiys4GtdHWNUu9qQr,ocean alley,670742,65,rock
65FPMBREZBLfEDpkHlm8sS,alex siegel,11570,29,pop
0vqkz1b2qBkoYrGMj2CUWq,bobby womack,766873,59,blues
6RzLEtPYHatFm6NNfKb131,kailaa,29,4,electronic
5R48TxAOY7PptmdILHmjN6,rollercone,2015,28,electronic
54bhVqHnHD8wDPBvk2Danm,shara nelson,7059,56,electronic
0a7RruzBySceAPGfmFZtQ2,cathedral bells,47105,39,pop
04gDigrS5kc9YWfZHwBETP,maroon 5,46281947,88,pop
47BEc2RoW53owMyxacXWdV,yves v,282016,55,electronic
4rkmaLySgI7sl9cKfJ3tT8,gappy ranks,49609,39,folk
0T1KC0OHfbRO0O5bNH2tek,john mark mcmillan,163107,43,folk
0hWRiJV8KlRZvsZeemUJVv,fun lovin' criminals,148322,50,hip-hop
5GxyeQagayzZOg4UwffQlD,chicane,202463,60,electronic
6xUMVXiEt7RgY55EgUMLG1,remedy drive,27026,27,rock
2xMBRdUYQjgJezQ8lNGQq5,muhsinah,9944,26,r&b
1f6TTocyaqNFvwD4xsrDTh,drumsound & bassline smith,66934,37,electronic
1369EOxSlL69yV9Yp1nVaR,hadouken!,67779,35,electronic
0GeeIVcvGA8GSlWsoY1dkG,vory,156945,52,hip-hop
7Gl0BmChpd9W6N7NpSp08A,encephalon,3839,11,electronic
7ygZJqTyGv18fJT33CnLrO,for against,10221,21,rock
3KAulMlhjlTfIZD8yhMJPb,ramp,11822,33,jazz
60R4M19QBXvs0gO4IL6CpS,the foreign exchange,116217,39,r&b
009SHiJ9rvFm3vNwL4SjZx,nyk,15464,34,r&b
47LEGQCc9FShxKmbod8u7e,joey cape,30190,29,folk
78TBaoIGd10mNwILA4TZES,carey ott,761,5,pop
65kdSVYKtaef3P8EOCGWHl,bloom,33574,43,rock
2iTiSaR023IikZDaOfEIRR,chester see,69618,36,folk
222TzH91go6DByqjFQCOGl,peder,9432,36,electronic
3p5VCeIdYiZzNu0kyb9sMd,jonny rose,2733,32,electronic
74Zk4BaTpscIf6k04UoCds,jaie,26712,39,r&b
5Hc9oDGvStNGmnj44m8sHg,tyler ward,272925,51,folk
10hGPIDZi33LRaYRIq3Bh4,dimitri vangelis & wyman,508034,48,electronic
4FzPrqdobsLp59TT976Dfk,signe marie schmidt-jacobsen,274,24,electronic
7MSns7VCEysJJhcp67gvtZ,mindaryn,52469,43,pop
6yIEm480rq5ObGBPIg8cZR,melissa loretta,1049,24,electronic
2x0dOrL0VF03TCmuYWC0jp,maddslinky,1334,6,electronic
3PvNSturlrBV4aYdMJAyOH,sambassadeur,8874,16,pop
5CYAFhywQTXdZmppCp0ukd,claude vonstroke,132424,41,electronic
4BwB9qh4daa8ecVPY9Qlo3,sienna skies,25799,28,rock
2OFEXARoSZyZLR6S0oV2R7,tom swoon,79309,34,electronic
3yBSb6Pf8ezlZFkYxnw3aA,air formation,14434,31,rock
4zAOqBfNLyWFvj1e3yvypJ,catching flies,124511,58,electronic
5U2ZCAePO7c2os72YAYBKt,leatherface,26398,28,rock
4vRLOZFw8r6fdTZCw5Bj8K,synclair,431,25,hip-hop
6JtFllJR7nhh8fa6oGefSj,late night alumni,71395,44,electronic
4qvfrEyIlWvSoCvnPkyx1X,forsaken,1549,3,rock
32zeX1IoVKAGWMyy1isKUq,no vacation,494702,56,pop
09UBkeSd3xWouzglqnNcJM,seventh seal,736,1,rock
4G2SyYMh9rbSyhEhvx9Rdz,yuri kane,13434,39,electronic
5YbnU0TPfeHHlrjbjRQdQJ,sebastien v (be),252,11,electronic
2UtCcZQl7xzvEao4vWBSOD,grandpa jones,15261,30,country
3C2rdG9aJ0CBfFSKmdzcTf,dv8,3420,41,electronic
4poDCMNdZuW1XNK5deqmSj,ian mckellen,1877,45,classical
7m4gF38CPATtHrk5HS42WZ,hillsong young & free,1380712,60,pop
1Iara4wOj8ixPpkFzWaSfr,pirate jenny,194,0,blues
2viYME3n7SlMsIOEqWmEHv,ronnie hawkins,10003,28,rock
4ibNXJiMYOPibpS9DB9Qz3,slaughter,685939,44,rock
0rlQeWIeJJdG7Z8RCNiwqs,adam mitchell,1494,37,classical
4tB1f1h4TQqDz4bNaibMpl,emma thompson,8410,49,classical
4N3cNXg5phUzRzuJYYxQlV,emma watson,107240,49,classical
0ZrekatCWFPF9GPKApg9EA,gugu mbatha-raw,754,45,classical
30hElzuHCZ1qzCl364SHma,teejay,310647,52,folk
7aMuJ6a5lPTrwgMx3Iz5in,eastern sun,7108,21,electronic
105Paee9vmV5rfLSG652e1,ewan mcgregor,47672,53,classical
3XZTEmxcwinCnuFcWluGai,stanley tucci,1112,39,classical
0D1e2Smpu1rzrXFSyEE9Ta,this is a standoff,15835,18,rock
7tjbDPvrdvDshcpEMXKRVb,gerry rafferty,471625,63,pop
07jc1IMGtecDZzOL9cP50t,days of the new,442672,52,rock
5EMfTDu7Ppuf5a3sN2ac1d,clive rowe,186,37,classical
01M9LokQdmZvlAuwBLsYYH,lama,3946,35,electronic
7HeH2mQJ6HWzZK7PZEBWxz,peach fur,22351,36,rock
0q9dJ3PCHPPXvweUxr06Id,ivoryline,24538,28,rock
2EExdpjU4SK3xnJHO5paJf,henry mancini,260221,58,pop
4PKAg3S6JyEG8N9wgjD0fu,smoking popes,31087,34,pop
0rcfMQx1HSYQLoUNBfT2mc,danny bryant's redeyeband,9560,23,blues
6wBUn8gMP85n8dPu6LoUcF,...and you will know us by the trail of dead,88951,37,rock
6adkpaQgmBsjCzsxH9tWmw,rashad & confidence,4069,14,hip-hop
0OcclcP5o8VKH2TRqSY2A7,howard shore,507208,68,classical
1UjTUqWfGkof4L5HO5NmzP,kenny lattimore,662497,47,r&b
3jwm6OBdUY5xzFiFIPhMHu,the academy is...,228504,48,rock
4QQV60vtp1G3XReD6dWgNz,shaun escoffery,21151,35,electronic
2em3FOAFG3NssO0tWItWuj,12 ensemble,4156,46,classical
6sqqGHyJ1Dnt1qKKe9iGAi,miguel migs,81084,43,electronic
5c9uFWpZY2MTlk7Rft0tgp,janis ian,183316,45,folk
4mOt6H7OnuqLnQrm1Bboc6,blackhawk,295936,49,country
1vasMRKeTuE5wtYduxAETj,the choir of royal holloway,2732,42,classical
3T4EY2HthpDQceZWzgSar5,tanya donelly,18111,23,pop
12LgviUQ9DbfYJJ9niDWRq,walter trout,132761,42,blues
63rbTgNBAMZ17rg82FQeeE,better luck next time,9126,18,pop
0y5sFo3j8Mo01UVEfqeuqn,danny bryant,21369,29,blues
29lbSb4ujaVH5pHnQjFT0G,ola gjeilo,63525,61,classical
4mWG3INcDTWvbDDAxls9yI,confidence,1521,20,hip-hop
1NgynHOx23zTkveKFZC7lu,close to home,20744,21,rock
6E1AERKe6DMmO8bl35xkUF,the foreshadowing,21280,30,rock
3w5TBW0xZ40VkbrIArca4J,the freeze,12914,18,rock
4VJSN1kOmlYi5A6FEmGu64,joel houston,29318,57,pop
60yKIk5WTQfPrkZPcdohVC,triumphant quartet,27525,30,country
2mqC5o8LPha55XSqfVkT8r,mindi dickstein,2751,35,classical
52VIqRIBuerm9JMga2yW03,miou amadée,1355,34,electronic
79OTUKSZMGMmmR32RWG2ig,crussen,20369,36,electronic
6tUJpYN2aYiXbzAcg0pIOo,sinéad harnett,562438,57,pop
3OQjXzDIPZLM5AytPp5mNg,kooley high,15750,28,hip-hop
3g3kdR5tqPhyxYSaDJBwsx,critical mass,412,2,rock
2FwJwEswyIUAljqgjNSHgP,snakehips,374039,58,electronic
1Z8ODXyhEBi3WynYw0Rya6,de la soul,1207999,75,hip-hop
6Jtd5QuiXJbfm0w0SmIDIQ,'little women' original broadway cast,1770,35,classical
6AOHVA5mVwHahUw5H4Fa45,dawn of destiny,13184,27,rock
1Bo8Afb2Qbjs4x6kJHyjle,gigamesh,42214,60,electronic
4V8wJAPq2ar1y1Zc8d9DhI,bajka,27403,49,electronic
2kAd7nXTu5knEaecTzkiZe,jason howland,775,35,classical
6IXAT0ypNqYLEnQUsP0wYm,charlie smarts,1426,23,hip-hop
7KaasLUJvHN32JTeXBmowR,michael logen,5910,26,electronic
62Jfwxon19ZOT9eSL6bvtY,sweater beats,43509,36,electronic
28jD4Qh0ov3Jn2U9ECdUcW,f.o.d.,7612,26,rock
0zja5FcUKwopDgQ0RsO9R7,shadow project,19105,14,rock
5nri3hyKmKBGAfvjBi0mK0,satori,116271,47,electronic
2JgUCWMkArdLIENeaJcJ0Y,promises ltd.,11738,22,electronic
0fWvSXbvztkeHEnEuYvU2A,bob mould,80782,35,pop
5nactm2CY1y393GPVUzKOY,stephan,4067,20,pop
0tqCXWVRTvS1rQl4diCNCh,iyffe,10201,17,electronic
3L5oCwlVHuB94ltjdUbQMi,the singing walrus,37135,43,folk
6wW4D3fGgRABc3cAotb0RS,current blue,32548,43,pop
46auOkH1pk28rWrSoUNhLo,orville peck,473736,57,country
0PwcX0kb5jwvot1V4JEp5g,place of skulls,6742,10,rock
6htazaFMy8zs0f3sMtM2Pt,billy eckstine,49165,44,jazz
51dbzvURssdP3KEsgxzTU4,dr. jean feldman,11142,33,folk
6clbbhnIqpHnqxwtOWcilg,little river band,1259973,59,pop
6vANejUJqGAijsUN82VNwV,kellbender,1840,18,electronic
6KvufekCx3EVFuPSVq3QH2,the wrong windows,36,0,rock
7nt6S4klYHg4I7Q4lTSmc0,glassjaw,176718,50,rock
6XVOloBtqazlT9fufDyyZV,fifty grand,22557,34,electronic
7qcHusKwagP6hU5r1mhhvl,hurricane g,25667,25,hip-hop
6yTM7rbkEBzOaUtne7lTau,gabrielle,492,28,pop
4Uwxc9WlgyTxlP4iG8rdjb,ferron,8158,16,folk
043Bey7ngSGRFpJftAlKpi,spag heddy,158679,41,electronic
4llqCChMq4zPzCB84OrTck,delorean,28896,22,electronic
470BE8FwzIueH0LyRM9NQA,diffuzion,2595,7,electronic
63GTn25wbdRNX3ijCHvYxD,oso oso,80260,40,rock
4MnWRty2EsgWYLD2CT15lx,devon james,1482,3,electronic
4n7L1vYXp4Dt0HfxaLBj9l,dazz band,360676,49,r&b
1krbDsqUvxOfRL4G4YOl7J,uncle slam,13440,19,rock
1JjP30v8j95bAMZN3ws8Kb,wiegedood,41747,24,rock
0OBdtDABr8MVcGot3doYRn,tears for the dying,20372,27,rock
0BzJFLqchxKNQyEwswwQ40,the kvb,93423,40,rock
2xTlb6eueddQmWsxImpDbP,sarah buxton,20407,37,country
0VzoflxRgSVEWHYmCbMOJJ,geoffroy,49108,47,pop
38KzCuzSKjB0BXPf7vxfqi,context,2232,7,rock
18B9HFuIuZ5LOk8vWtaxsG,paul mealor,4897,32,classical
5HjL8Wcg8TdKTABDci2mB7,ana moura,182284,46,folk
0ECwFtbIWEVNwjlrfc6xoL,eagles,12306127,80,rock
5W9ShLREoRMuXqSSYMeHqk,gianni,31990,38,hip-hop
5cB4d4jPYjMT326sjihQ4m,shaan,9354685,71,pop
6ZirS85zGUFH38QdgITyT5,union,722,16,rock
7mXnK1qGWFCKWDww3D2NCJ,u.p.o.,7253,18,rock
6nRf1Nq3aAr3sBbOjmWcOL,pactum,1740,3,rock
3ysp8GwsheDcBxP9q65lBg,lush,295354,47,rock
0zaWqD1H9Rk0P14iF5oDnY,kleeer,47398,33,pop
6Tdz6t86xuQbQcF700IGwI,nissan playa,12533,28,electronic
6Mv8GjQa7LKUGCAqa9qqdb,vishal-shekhar,16930503,81,pop
0uQzXALO3Bu9YRYMKyAFCC,dark sanctuary,25411,27,electronic
5EPMINvnhwbdrpsDdQsPz9,atriarch,2389,2,rock
0kqafIf21Hks2EI9sSWywt,azaghal,32795,18,rock
57zZoaRDFEjqRwq6FlT0va,sara tavares,89789,40,hip-hop
39M7VBSU9jF9IpmkNQeycY,cowbell cult,79740,22,electronic
60PoZFLlifxfCpcSodgDjo,impaled,20616,16,rock
7AsPubxWM5tfW4hTZEL3aP,cute is what we aim for,322659,46,pop
2xhrgovPiJBMN8cyW2iflu,stonefield,34160,19,rock
0FKDlM4P4PU3mV2gjVpbU6,compos mentis,496,1,rock
0ZCbQOOfTwQacCamoOxx0D,spawn of possession,67808,27,rock
749ufeos4YcIDxWb8usxox,ten after two,17309,18,rock
7z1QgLoFoyVn2Ra22w8Wzo,mrs. magician,12197,19,rock
3CjlHNtplJyTf9npxaPl5w,chvrches,1410495,62,electronic
5HnOeFjaoIdjavGtQluzbh,amoura,9145,23,rock
4V5obzWMr7BHZrjOiQwB4K,the armed,50558,38,rock
7anjHetVbdSelRpDsZzWY7,dawn of solace,21988,23,rock
6STjC3QJTieuM5WHHtkGuh,raven & kreyn,34120,40,electronic
6WVnBgqJfj9Iw9gpBed9fJ,alien sex fiend,154083,36,rock
1yDazyFfMHdhVCeTruou3m,bricktop,1066,4,rock
3azSk7UxUSUjCP1a6qN4wM,from the shallows,13036,18,rock
3FCo1sUkVbwKnO2m0Z7Bp9,redzed,268927,59,hip-hop
2EftfRcBC3whzGDBGOwIVG,david j,8448,13,rock
0Qo8WB2gTNq2voY8S7Aqvm,angelreich,249,0,rock
48dSb4OvI8hAPpHqBBYyig,vast,80259,43,rock
0xybuiDEYo3YuT3fLPaIyE,pentagram,175331,42,rock
4LD2FHJwKiHBXrLDMUo9qZ,the funs,493,3,hip-hop
10aXVE8RSUCeMzaFvBnZ2i,pitchshifter,45968,32,rock
3VF5SWJI0Y8BoAYMbm4kyp,goodbye july,74,0,electronic
7lDZOczH1YscXoadzACAil,hopes die last,74115,34,rock
3D04gbP1Mzmhc3dqbB1IAq,vanity theft,1384,2,rock
7J7hOGRAdXQdhMXeqf020e,o. children,27504,30,rock
4ke9HXbejpYVMhbOjSa4le,lil gotit,417378,51,hip-hop
0VeQgI9lzgoOMszAOq0iml,richard dawson,43989,29,rock
3W2EVnjmiqa3uyq0m6EK2w,lucid recess,1117,1,pop
7wWVpKpMtvSX9mQapjtKAD,nocturnal depression,133422,37,rock
5JQSncL9xdFUl0FrdYMWV0,mdc,69353,32,rock
481GnLL2LuCEXvN5a4bG0v,private line,4316,13,rock
0cBiR10Zh0R2zJJmcxhNFS,whispered,38827,26,rock
6Xx18willmwDpJn4x4U9Fu,anterior,11643,17,rock
2amckNmLE2SOy6ZSdIZLEG,blood revolt,659,1,rock
0DauHVRiE8SpGWxW0YINj3,pure reason revolution,33304,28,rock
3SCI7sXHUZIeDKMWC5NT9C,armand hammer,107160,54,hip-hop
3kSqc2brwAF1kWRFWYe2fW,the casket lottery,19010,26,rock
567L1a4812VuMSRrbCqdo4,stain the canvas,42781,42,rock
58yHYxidyMGux4ZIkvohVq,aura hiemis,422,1,rock
0XGMZjc0FWuQm1dzb2yKUi,foredoomed,1322,3,rock
0kH01XHMN4NFDO65akV5Fd,mentallo & the fixer,7688,14,rock
7IM9n8NQNXxoDp08hgdGbJ,discipline.,2419,13,rock
6ZNO9GWnBJQj7WtQFJfyBq,the dad horse experience,8006,17,country
368IhhNlru3Z8Ues7NV5tc,toriel,181,17,rock
0EqBE2VOwsHgSOrjsQCs5j,brainstory,59094,44,r&b
3sowy5NnDPFuP6zrQOp4nF,two witches,21641,19,rock
0Y8sXUN5WP3nFxEGdnTYeD,phobia,25996,21,rock
5eTq3PxbOh5vgeRXKNqPyV,the runaways,484494,52,rock
7i4fpNdyHzYPX3TFjEqKll,devil may care,10846,32,rock
15IYdqQjFduyxUEDWC4RW0,dead vampires,2082,7,rock
1cvDsLFdRXfZQ1cdRteec7,alazka,52647,37,rock
1VaIDrxow5xfLmB9R26JVZ,danger danger,196900,42,rock
4zYQWYmtimAEmI6WWEzGfO,them crooked vultures,635734,50,rock
3HVmba1wHgrLVsVC5IIzkG,witchcraft,152334,42,rock
2xyB69da0CCHYgs9WUgFr1,jaxxon d. silva,23161,42,hip-hop
7wT0a0iOAuvNC6tXUav7Xt,lederrick,30481,54,hip-hop
2MoCXVjLkMwO3FRkPA3hFg,impious,4931,9,rock
6R29RU7eyQHSNc5kaHPWJn,ouse,100537,48,hip-hop
01YssN8fPhU6Ni2qeoglWG,stutterfly,1930,22,rock
5hpOvzkuIR17ZKFxphHMz2,buck69,2031,15,blues
4trD4SoBB4R39txNX3Y96T,icon of coil,38290,32,electronic
1BZzsIaJrwVhoY4oNnAGjr,guadalcanal diary,14731,24,pop
1NitMmcQnJ3VueH9ekDPxk,metanoia,1684,5,rock
363yc6merNkW2PtfVPOOdy,rigor mortis,32632,18,rock
7MSUfLeTdDEoZiJPDSBXgi,brian eno,840107,62,electronic
2eNJIWt0LUATAgrC6fALrH,severed heads,28190,28,electronic
41btkKEfOGIHsd7WNahMCi,bleeding through,123042,36,rock
4hMRSjr6V19FIEftqxZsDM,in angles,11449,27,rock
2D3v3HJ9k3UzehaewnT3QA,new riders of the purple sage,112099,33,country
6WkUZyqghQei2G809wMKuZ,yung bans,805890,51,hip-hop
5yCkSShz4MTqE4Lp6fVZMz,barrett wilbert weed,114863,61,classical
4yvcSjfu4PC0CYQyLy4wSq,glass animals,4608930,76,pop
1EpyA68dKpjf7jXmQL88Hy,noname,768766,51,pop
2LkGWKBS0nNlEtqx4khGf1,severe torture,29038,21,rock
74c9px24FOFK37ZVY9nYPt,daniel cooney,1843,47,classical
3b3GjhElzysJ0xS72u9u9k,carrie hope fletcher,38447,49,classical
4WK6ZRLcS2beZfrDoNvjK7,original west end cast of heathers,9823,51,classical
2KgIhGBEJK4W6Uw5WVeoaV,michiel schrey,4210,49,classical
3KPGTmc7LTodUo6mG4KvzQ,nekromantix,86170,35,rock
5HtzSXvPDaVhE3Yshy4dA3,grid,515,1,rock
1V3jYAIMM5gGFc1VayGGUH,the jokerr,42272,34,hip-hop
6Mbytr4DD854L4vp4J1LEj,elle mclemore,9533,57,classical
5uJiTfwUrMiaGG1PwuKCp3,jamie muscato,17100,45,classical
5ct8AlcDgWMp4O25vbcjpC,assassin's creed,93750,63,classical
7KomCxZv6D5qCVvefwMnwB,einstürzende neubauten,234973,40,rock
4GwcW1WAy3pU32ifJjrCBz,kung fu vampire,44643,34,hip-hop
42cM14lDAB0KzoBWQ86TWu,nils brown,5017,51,classical
1tbhwOH5UBAJoqTx9Oak00,marko hietala,44790,43,rock
7krOuWZLCCZ2h1nEAOA7W1,the flaming tsunamis,4434,10,folk
1nSpOxq3pcgomrfpXudQuq,kirk knight,163807,43,hip-hop
2PBl174x5RKc6Q5aAECeQs,e mozzy,45382,38,hip-hop
7jHnNNWDLa2ztggSp5Dsxf,sad park,21330,31,rock
3MKwCexzAd8YTdsSjRkKbv,unleashed,110922,33,rock
5JgxqXmh1TrVDZn7gAgqLw,sean dagher,29699,52,classical
4KyX6IwYaHVTz4KSHtMJw0,michelle duffy,6390,54,classical
4GmNFGFu3xVDfF9dFRphK0,josh collard,3,1,rock
6TCjV733jXn7lpc01TkIbV,vyok,13751,33,hip-hop
0F76aAtBIyV17aRiD9F1uf,ribspreader,7336,9,rock
1DXylZlWbVvlckNqwvjTEt,ministry,593099,52,rock
17stegKEXUYRfYxAKpNnaz,bloodiest,1663,1,rock
232C36GZX05XaLPx8RqSlx,yuppicide,2447,8,rock
1QLq3DjHn8KdTfUig43wP1,ludovico technique,51764,39,rock
3MRZCD2GbZ1NFbe2fgkSPw,no bird sing,5436,21,hip-hop
5Sn4sDRaxbilWiTNmuUuqU,dicks,33132,28,rock
3uXqKijByMgBlaqhMoaZRa,cobra skulls,18601,24,rock
5aNJpeK3hUdPY9orfExdOF,ayelle,41195,41,electronic
5cAByWCp9oZif0Zyw9x2gW,enfold darkness,11792,12,rock
6Rnpq42UQMANOBYxhAA7GG,insect warfare,6347,28,rock
2x48WoJGRLCpCWHEKXMZoB,trapped under ice,88679,43,electronic
73GhYkwfPQzmfJb1cdPqPf,nita strauss,99493,42,rock
74uyCKYpif9tOA7iWvXlj1,david draiman,27288,48,rock
0bBrsS9ufPAmeFQgDNG54O,cehryl,33444,31,electronic
4dZwRLl8WqLfjfljHLZQwJ,death threat,17575,26,electronic
4Uu8hbzDD9HAtLosp8g4jB,dropdead,37453,26,rock
0rHbNtwi3vf2fIJl5P1oha,white mystery,2679,2,rock
0iGkBvuI18nxqJR8Ipg1cu,einherjer,37295,23,folk
3XFcu2NnGWceLNdxRCfYH3,taska black,87833,40,electronic
1B1b2jSXksHwmmorhmQ8AF,dopelord,59541,35,rock
0qJpY7K8p7g6sacvaGNt6i,fit for an autopsy,264858,51,rock
6FFTGpuvFDztqTz4t1Hqy9,we as human,86003,39,rock
7v4hyXy0IQiJaKeVTTQX1E,nothingface,88070,34,rock
00CYRdkMnA0mwfy1VQPA7X,ellis,44701,45,electronic
0ycHhPwPvoaO4VGzmMnXGq,zomboy,753363,49,electronic
02Zxif3WoHx6ujXBSfBKOr,mappe of,8485,23,folk
2QM5S4yO6xHgnNvF0nbZZq,seulgi,1262050,53,pop
2Hchwjfl1DioXcIwbOJkus,grant,58870,48,electronic
7Jdjjb3kJWyPmV5MbdVdTv,jackson and his computer band,16706,21,electronic
3YyBLMQmmYqkg5UhUWMPv2,have nots,6896,22,folk
40HeNm05FEAxGx8gUOV4my,the soft moon,122605,36,electronic
2Cg6J3WtX1P093c4VKt0Xe,barren cross,21101,25,rock
7cytnP2ReWI2mDEYrci4aM,wax idols,5695,9,rock
5bpiFjU6CnEErF1C8gBqvG,jeff wayne,41686,42,rock
5LdhYaejp38C3l6BKpmeGp,kelly pettit,251,0,country
3axaLrA0gIANDLYAv9pC9P,richard burton,7180,40,rock
3HshwcRyD4zv1KIh9OdwRo,quo vadis,26447,22,rock
7DBsiQxsZAKC5lHoRCdOFG,moonshine bandits,322329,52,country
1hFvZy3pBf5pOSmJULL4sG,graham lindsey,3617,13,country
1rXqSQvDtJLlsezfyC7qmq,ligeia,8029,18,rock
5XbRdXn5rKF7kVjGaqsShZ,helheim,20415,17,rock
2E78kTKamtXgdRkK1jrc0f,sage francis,107613,37,hip-hop
3TZNroMAlppUbsVSVg0Lfs,captain murphy,6078,22,hip-hop
05rB5dz9sIB3wFn51R6xsp,susperia,9936,16,rock
3TZlqrpMAxc0nR7jKggeyh,crucifix,93975,48,country
5LXEAEGrpKQtpyCu2sZuWu,oingo boingo,534902,57,pop
7HL4id2U7FSDJtfKQHMgQx,cinderella,1908160,58,rock
6YUljtbSGtGPyiXAKZ12wi,captain murphy,935,0,hip-hop
6C3ixObG7tE7jeO69rehvs,racer x,104299,36,rock
535KSdsDbNGj6w6eCBkRP5,7 year bitch,90598,28,rock
6nFjP8zBYm0XpUrGMJkRuX,sleeping giant,72899,35,rock
7F4sHCqIOjWlk9td8YSoKY,phantom cowboys,244,1,rock
2Ivw6FhAZpa7kiAXWztCq5,set your goals,71531,35,rock
3CSQtK60sg2jNNxnpThSN1,grim reaper,97696,31,rock
3Bv5btxNbwbt79fcjw9DAg,ulcerate,67782,34,rock
2Y2XCmgrMhdMpoNdGibU01,völur,3359,4,rock
07EFLOqGqf1uKPcvepbSIS,dismantled,6182,11,electronic
2qj9A3yUyDqVGEjECpfxzY,battalion,588,0,rock
0EyZDKtc41e4A3a3v69MxD,muscadine bloodline,411049,67,country
5xIZimpMAfvZjQcgFKBCKl,genghis tron,34114,20,rock
3LqgxOMfONGBf034jekl9H,forever came calling,23295,20,pop
4piaw0UhXEi9S0G5CyJo2B,jimmy johnson,11462,29,blues
5QYAExYvxixCVwX70SRf7F,front line assembly,103816,37,rock
7s7OiaC3qKo6xePXkQYRWU,psyche origami,3721,17,hip-hop
0a6Q2oHRwUYaZMChVBZWts,teddy,37201,37,hip-hop
0FZcPgWI3BsFQl4rOAGSHT,make them suffer,356409,57,rock
4rBguywTPaxBKwK68AiTT9,sirens and sailors,25219,17,rock
1YQyg76B7F4jkrA0l1oJQn,sethian,574,3,rock
1O9Zg5fb79umfu6zf08ERV,decadance,910,8,electronic
4EPlIK7YIioV8jEZ5WTf02,exit order,14263,6,rock
0VKW7nrPpyh3PDmMUiZv9P,jimmy jones,493,25,hip-hop
67qogtRNI0GjUr8PlaG6Zh,zeds dead,668208,60,electronic
1ScuQ8TIlsmpeThaI18gYC,rowland s. howard,47523,30,rock
4VaBF2UB61CMQ45Xtp6vPc,smidley,9036,17,rock
07h7JMfYWswTq4qpinC5q4,altered images,91630,36,pop
2wCh75gIAQ5Ed9UGiqLBMB,the busters,20915,34,folk
3yLYG7pSwIPiCzlBiD9xRq,pour habit,13185,26,rock
1hxuMlq1xCyjGyhoPsiIM0,krameri,14530,36,pop
6fK2hnSgfRPxR6sL975XQS,apathy,100682,45,hip-hop
5ilW7mgqfRPZzRi28RNk8V,nadja,21363,23,rock
774RZrchqRorK3u9fvGdaD,bloody sunday,3600,6,electronic
1687IqXRdWmbRshgn194tT,elder,158971,40,rock
4IR8ZkpbyyKrqsIzchF3NB,crossfade,1084902,61,rock
4lypnrJxM8l7ZLtLVucEvk,nightstalker,47900,34,rock
6Rt4qPeyuqsBrk7C4NkDqH,the sign of the southern cross,31606,20,rock
4G8kDuoZns9aV20i1bBjQi,demoz,2827,37,hip-hop
1tmAFFjRFt7LTPgAtp42sb,the devil's trade,7040,18,rock
39bLgZFyhFzM4QvdyW1knK,facebreaker,12336,11,rock
6fuALtryzj4cq7vkglKLxq,the ocean,150725,40,rock
3tP3kbF0Echadhj6fLbCu8,planetary,5181,44,hip-hop
6UuT0BJZ9vF8Y1sxXnJl2s,bounty killer,276538,53,folk
6OTqwzePF081l2Oz9PEku8,mors subita,15669,23,rock
3jcyrGTj2QAkZOjriBOr9a,black market militia,8666,7,hip-hop
1RdQK73ZgvXjkaBJkibE6X,m.i.m.e,42476,50,electronic
11zG3SH7tJ36wYmCJ2oWyB,covenant,106749,39,electronic
2lMv8dtufbOPrrf5CPS7tS,fraxo,8511,45,electronic
5H22JlVKJPvlx2yyJijxOe,cheap sex,18463,19,rock
5zId1SmYy46E9v2KQsSTFR,whales,52511,50,electronic
